"APPLICATION #","FORM_  NUMBER",FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS","PLAN SETS",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,"CONTRACTOR PHONE",COMPANY_NAME,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION
#201103252826,8,2011/03/25,2011/03/28,ISSUED,9,2012/03/28,30000,30000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,7059,28,337,,LAKEVIEW,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"Ground floor: add 1-bedrooms & study room  Half bath room & storage room to garage level. Repair & modify stair at front. Restate garage on plans and install new garage. (e) curb cut to remain"
#201103252827,8,2011/03/25,2011/03/25,ISSUED,9,2012/03/25,20000,45000,OFFICE,0,OFFICE,0,2,3736,107,557,,HOWARD,ST,,,"HENRY KARNILOWICZ",,4156217533,"OCCIDENTAL EXPRESS",HOWARD,ST,"SAN FRANCISCO",CA,94103-2806,,,"COMPLY WITH NOV #201045323. DEMOLITION OF NON BEARING WALLS. CONSTRUCTION OF ACCESSIBLE BATHROOM; lighting to comply with HIS NOV 201045323 DTD 6-3-10"
#201103252829,8,2011/03/25,2011/03/25,ISSUED,9,2012/03/25,28000,32000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,5335C,3,237,,TOPEKA,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"COMPLY WITH COMPLIANT #201107741-LEGALIZED LAUNDRY  2 STORAGE ROOMS ^ BATHROOM AT GROUND FLOOR. ADD NEW DECK & STAIR WAY AT REAR.3)REAR SHED NOT INCLUDED IN PERMIT."
#201103252830,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,6000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1728,7,1239,,22ND,AV,,,MARCUS,NEWBERRY,4159741234,"21ST CENTURY HOME IMPROVT",HARRISON,ST,"SAN FRANCISCO",CA,94107,,,"SUPPLY & INSTALL VINYL SIDING TO REAR OF HOUSE  IN KIND  NO STRUCTURAL CHANGES. NOT VISABLE FROM STREET  AREA=600 SQ.FT."
#201103252831,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5360,20,1571,,SHAFTER,AV,,,,,,,,,,,,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA 200804038665; ALL WORK IS COMPLETE"
#201103252832,8,2011/03/25,2011/03/28,ISSUED,9,2012/03/28,50000,50000,APARTMENTS,21,APARTMENTS,21,2,798,7,801,,FILLMORE,ST,,,"ARLEN FORREST",LEE,4152058479,"NEILL & LEE GENERAL CONSTRACTORS INC",CHESTNUT,ST,ALAMEDA,CA,94501-0000,,,"UNIT 1 AND 4: REPLACE ROOF DECK AND KITCHEN ON 3RD FLOOR. FILL IN VENT SHAFT AND EXTEND ROOF OVERHANG TO PENTHOUSE TOP FLOOR. NO CHANGE TO EXTG ROOF DECK SIZE."
#201103252833,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,3000,3000,APARTMENTS,420,APARTMENTS,420,0,3719,311,301,,MISSION,ST,42,D,"AMIR KAZEMINEJAD",,4154514786,"BBC CONSTRUCTION INC.",02ND,ST,"SAN RAFAEL",CA,94901-0000,,,"MASTER BATHROOM- ADD 2 RECESSED DOWNLIGHTS ON  OCCUPANCY SENSOR SWITCH. LIVING ROOM- LOWER HT. OF 4 SCONES  PATCH WALL  ADD DIMMER SWITCH. KITCHEN- MODIFY EXISTING CABINETS TO ADD WINE FRIDGE & RELOCATE OUTLET  SWITCH."
#201103252837,8,2011/03/25,2011/03/30,ISSUED,9,2012/03/30,98500,98500,OFFICE,0,OFFICE,0,2,3741,35,2,,FOLSOM,ST,,,ROBERT,KAPFERER,7072900124,"S & R MECHANICAL",CALIFORNIA,ST,BENICIA,CA,94510-0000,,,"ADD 1 140 TON WATER CHILLER TO (E) CENTRAL COOLING PLANT"
#201103252838,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,1828,1828,APARTMENTS,14,APARTMENTS,14,0,1537,67,402,,08TH,AV,404,,"WILLIAM VINCENT",CREASI,9256001400,"COLLECTIVE ENTERPRISES INC",SONOMA,DR,PLEASANTON,CA,94566-0000,,,"(2)  SOLOTUBE DAY LIGHTING SYSTEM INSTALLATION.  LOCATION MINIMUM 5' FROM PROPERTY LINE (KITCHEN AND  ENTRY HALL)"
#201103252840,8,2011/03/25,2011/03/28,ISSUED,9,2011/07/28,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,4099,29,675,,ARKANSAS,ST,,,EDWARD,POPA,4084721463,"POPA BUILDERS INC",LOMITA,AV,SARATOGA,CA,95070-0000,,,"REVISION TO 200905299359. NEW STRUCTURAL DETAILS"
#201103252842,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,12000,12000,OFFICE,1,OFFICE,1,2,269,1,235,,MONTGOMERY,ST,,,KIRK,BAUGH,,"HONEYWELL INTERNATIONAL  INC","A VINTAGE PARK",DR,"FOSTER CITY",CA,94404-0000,,,"ADDITION OF 7 SPEAKER/STROBES AND 2 DOOR HOLDERS TO THE EXTG FIRE ALARM SYSTEM ON THE 5TH FLOOR."
#201103252844,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,6000,6000,OFFICE,0,OFFICE,0,2,235,22,50,,CALIFORNIA,ST,,,KIRK,BAUGH,,"HONEYWELL INTERNATIONAL  INC","A VINTAGE PARK",DR,"FOSTER CITY",CA,94404-0000,,,"RELOCATION OF 3 EXTG STROBES AND ONE EXTG SPEAKER ON THE 27TH FLOOR"
#201103252846,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,8450,8450,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1910,51,2745,,LAWTON,ST,,,PETER,MURRAY,4157264843,"AMERICAN ROOFING COMPANY",16TH,ST,"SAN FRANCISCO",CA,94103-0000,,,REROOFING
#201103252847,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,6000,6000,OFFICE,0,OFFICE,0,2,235,22,50,,CALIFORNIA,ST,,,KIRK,BAUGH,,"HONEYWELL INTERNATIONAL  INC","A VINTAGE PARK",DR,"FOSTER CITY",CA,94404-0000,,,"RELOCATION OF 3 EXTG STROBES AND 3 EXTG SPEAKER ON THE 28TH FLOOR"
#201103252848,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,10900,10900,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1116,14,2,,ANZAVISTA,AV,,,PETER,MURRAY,4157264843,"AMERICAN ROOFING COMPANY",16TH,ST,"SAN FRANCISCO",CA,94103-0000,,,REROOFING
#201103252849,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,7000,7000,APARTMENTS,4,APARTMENTS,4,0,3513,51,1331,,STEVENSON,ST,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REMOVE AND REPLACE APPROX 15 BOARDS ON BACK PORCH TO COMPLY WITH NOV 201190348. 1 STRINGER 1 POST ALL REPLACEMENTS IN KIND. COMPLY WITH ITEM 2"
#201103252851,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,10000,10000,APARTMENTS,7,APARTMENTS,7,0,1029,31,2915,,CALIFORNIA,ST,,,CALVIN,TRAN,4157165356,"TRANSBAY BUILDERS INC.",31ST,AV,"SAN FRANCISCO",CA,94116-0000,,,"#4 - REMODEL KITCHEN  REPLACE CABINETS  COUNTER TOP  SINK  LIGHT  ELECTRICAL  PLUMBING."
#201103252852,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,500,700,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1800,010G,1358,,46TH,AV,,,,,,,,,,,,,,"DRY ROT REPAIR SIDE OF WALL RAILING OF FRONT STAIR IN KIND"
#201103252854,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,2000,2000,APARTMENTS,7,APARTMENTS,7,0,3580,34,267,,DORLAND,ST,0,,CALVIN,TRAN,4157165356,"TRANSBAY BUILDERS INC.",31ST,AV,"SAN FRANCISCO",CA,94116-0000,,,"REPAIR NOV# 201101962"
#201103252854,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,2000,2000,APARTMENTS,7,APARTMENTS,7,0,3580,34,271,,DORLAND,ST,0,,CALVIN,TRAN,4157165356,"TRANSBAY BUILDERS INC.",31ST,AV,"SAN FRANCISCO",CA,94116-0000,,,"REPAIR NOV# 201101962"
#201103252856,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,4900,4900,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1406,15,371,,27TH,AV,,,BALDOMERO,RICALDAY,6509224995,"RICALDAY ROOFING SERVICES",PINE,AV,"SAN PABLO ",CA,94806-0000,,,"re-roofing only."
#201103252858,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,1,1,"FOOD/BEVERAGE HNDLNG",,"FOOD/BEVERAGE HNDLNG",,0,3563,36,2375,,MARKET,ST,,,ALI,KAZEMI,7075571817,"REAL SIGNS AND LIGHTING",CLEVELAND,AV,"SANTA ROSA",CA,95401-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA 200907021922; ALL WORK IS COMPLETE"
#201103252860,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,4000,4000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,6467,022A,29,,CONCORD,ST,,,BALDOMERO,RICALDAY,6509224995,"RICALDAY ROOFING SERVICES",PINE,AV,"SAN PABLO ",CA,94806-0000,,,"re-roofing only."
#201103252861,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,5806,1,292,,CRESCENT,AV,,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#200709061949"
#201103252866,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,12000,12000,APARTMENTS,4,APARTMENTS,4,0,6720,27,3976,,MISSION,ST,,,JEFF,ROCCA,4152390484,"A M ROCCA INC.",MISSION,ST,"SAN FRANCISCO",CA,94112-0000,,,"REPAIR EXTERIOR SIDING BOLTING ON FOUNDATION 5/8 BOLTING 32"" REPAIR INTERIOR DRYWALL AND EXTERIOR PAINTING. EPOXY ANCHOR 7"" DEEP SQUARE WASHER 3"" AND 1/4"" THICK ON ENTIRE ACCESSIBLE PERIMETER 200-"" SIDING APEX 150 SF. REPAIR IN KIND"
#201103252867,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,3800,3800,SCHOOL,1,SCHOOL,1,2,6505,3,816,,DIAMOND,ST,,,KUNGKAY,CHIU,6506973818,"K K ELECTRIC & ALARM COMPANY",BROADWAY,,MILLBRAE,CA,94030-0000,,,"INSTALL FIRE ALARM SYSTEM ON GR FLOOR FOR PRESCHOOL"
#201103252869,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,4000,4000,APARTMENTS,6,APARTMENTS,6,0,1046,20,630,,PRESIDIO,AV,,,"OCTAVIO  FLORES",AGUIRRE,4157943634,"T A A CONSTRUCTION INC.",VIENNA,ST,"SAN FRANCISCO",CA,94112-0000,,,"REPLACE (E) SLIDING DOORS IN KIND NOT VISIBLE FROM THE STREET U-FACTOR LESS THAN OR GREATER THAN 0.40"
#201103252872,8,2011/03/25,2011/03/25,ISSUED,9,2011/09/25,7500,7500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,2873,16,71,,GLENVIEW,DR,,,"KEVIN MCKEE",,4156261110,"OKELL'S FIREPLACES",17TH,ST,"SAN FRANCISCO",CA,94107,,,"INSTALLATION OF EPA APPROVED WOOD BURNING FIREPLACE"
#201103252873,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,1516,25,564,,29TH,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA# 8407472. ALL WORK IS COMPLETE"
#201103252875,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,3400,3400,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,5517,48,25,,COSO,AV,,,KONSTANTIN,MILIONIS,6503479090,"DELTA ELECTRIC"," N SAN MATEO",DR,"SAN MATEO",CA,94401,,,"TO COMPLY WITH PHYSICAL INSPECTION REPORT # CC-5959."
#201103252875,8,2011/03/25,2011/03/25,ISSUED,9,2011/07/25,3400,3400,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,5517,48,27,,COSO,AV,,,KONSTANTIN,MILIONIS,6503479090,"DELTA ELECTRIC"," N SAN MATEO",DR,"SAN MATEO",CA,94401,,,"TO COMPLY WITH PHYSICAL INSPECTION REPORT # CC-5959."
#201103282880,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,6000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,4101,58,1401,,20TH,ST,,,SUNG,HONG,4155861813,H-POINT,TERESITA,BL,"SAN FRANCISCO",CA,94127-0000,,,REROOFING
#201103282881,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,14000,14000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,27,5,724,,BAY,ST,,,MICHAEL,SUK,4157517540,"GRAND ROOFING INC.",CARROLL,AV,"SAN FRANCISCO",CA,94124-0000,,,REROOFING
#201103282882,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,1924,1924,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2973A,25,150,,LANSDALE,AV,,,"BRAD RICKARD",,8006713985,"SEARS HOME IMPROVEMT PROD ","DEL PASO",RD,SACRAMENTO,CA,95834-0000,,,"REPLACE 2 ENTRY WINDOWS  VISABLE FROM THE STREET  NO STRUCTURAL CHANGES  MAX U FACTOR 0.40"
#201103282883,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,10850,10850,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,67,007A,900,,LOMBARD,ST,,,"SEUNG S. SHIN","MYUNG J LEE",4159314480,"STOP HOME SERVICE ROOFING","POST STREET",,"SAN FRANCISCO",CA,94109-0000,,,REROOFING
#201103282884,8,2011/03/28,2011/03/28,ISSUED,9,2012/03/28,40300,40300,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,2494A,17,1925,,WAWONA,ST,,,"MICHAEL GRUNDY",,4153064181,"GRUNDY CONSTRUCTION CO","CHANNING WAY  APT# 27",,"SAN RAFAEL",CA,94901-0000,,,"DEMOLITION OF EXISTING RETAINING WALL 52' LONG AND BUILD BACK AS PER DRAWING AND INSTALL DRAINAGE PER DRAWING  HEIGHT OF RETAINING WALL 4' TO 5' TALL ABOVE GRADE FRM EAST TO WEST. WALL TO BE BUILT IN EXACT SAME LOCATION & HEIGHT."
#201103282885,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,12000,12000,OFFICE,0,OFFICE,0,0,226,28,708,,COMMERCIAL,ST,,,"UNG A.",VOONG,5107828158,"VOONG'S ROOFING COMPANY",XAVIER,AV,HAYWARD,CA,94545-0000,,,REROOFING
#201103282886,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2654,2,4,,MARS,ST,,,JIM,PRICE,4155221328,"JIM PRICE CONSTRUCTION",PEARL,ST,"SAN FRANCISCO",CA,94103-0000,,,"RENOVATE BATHROOM WITH NEW BATH TUB  VANITY  CABINET  TOILET  LIGHTING. NO STRUCTURAL CHANGES. NO CHANGES TO WALLS."
#201103282887,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,6000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,1684,004H,818,,42ND,AV,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REVISION TO 201103091743. RECONFIGURE GR FL. REVISE BATHROOM  RELOCATE WATER HEATER/FURNACE  REMOVE E PARITION WALL IN GARAGE. NEW DECK AT REAR OF BLDG WITH STAIRCASE."
#201103282888,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,720,720,SCHOOL,0,SCHOOL,0,0,3517,38,250,,10TH,ST,,,BLAIR,LOCKE,6505706500,"CALIFORNIA SECURITY ALARMS INC","S. CLAREMONT",ST,"SAN MATEO",CA,94402-0000,,,"RELOCATE FACP 2 HORN STROBES AND 1 MANUAL PULL STATION 4 FEET TO THE LEFT OF ENTRY ADMINISTRATIVE OFFICE AT PRESIDIO KNOLLS SCHOOL"
#201103282889,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,18000,18000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,928,25,2159,,BAY,ST,,,"BRENDAN M.",MCGRATH,4155778422,"MODERN ART CONSTRUCTION"," SANCHEZ ST",,"SAN FRANCISCO",CA,94114-0000,,,"REMODEL EXISTING MASTER BATHROOM  INSTALL NEW SHOWER PAN  SHOWER HEADS AND NEW VANITY  RE-PLUMB AND REWIRE BATHROOM."
#201103282890,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,20000,20000,APARTMENTS,3,APARTMENTS,3,0,5550,45,1855,,ALABAMA,ST,0,,"IVO STEFANOV",BONEV,4158061020,"BONEV CONSTRUCTION","PHILIP  DR. #203",,"DALY CITY",CA,94014-0000,,,"RESIDING OF THE EXTERIOR EAST AND SOUTH WALLS (CEMENT SIDING)."
#201103282891,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,12000,22000,APARTMENTS,8,APARTMENTS,8,2,505,001A,2941,,GOUGH,ST,0,,OWNER,,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"Unit#6 on 3rd fl.- relocate kitchen. Add new bathroom and remove wall between kitchen and hallway."
#201103282892,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,7000,7000,APARTMENTS,4,APARTMENTS,4,0,1838,014A,1499,,15TH,AV,0,,ANATOLY,GRABARSKY,4156067410,"G N T",HARBOR,BL,BELMONT,CA,94002-0000,,,"REMODEL KITCHEN  REPLACE OLD CABINETS LAYOUT STAYS THE SAME  NEW APPLIANCES."
#201103282893,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,7500,7500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2030,9,1779,,19TH,AV,,,"YUNG  D. CHUNG",,4152394645,"ART GENERAL ROOFING",MONCADA,WY,"SAN FRANCISCO",CA,94127,,,REROOFING
#201103282894,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,4800,4800,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,3656,22,4080,,24TH,ST,,,"YUNG  D. CHUNG",,4152394645,"ART GENERAL ROOFING",MONCADA,WY,"SAN FRANCISCO",CA,94127,,,REROOFING
#201103282895,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,8000,8000,OFFICE,0,OFFICE,0,2,3637,69,2601,,MISSION,ST,,,TOVIO,LIU,7075541393,"LIU PLUMBING",LADERA,DR,VALLEJO,CA,94591-0000,,,"INSTALL 82 NEW HEADS THROUGHOUT ENTIRE FIRST FLOOR AND 57  ADDITIONAL HEADS ON 2ND FLOOR PER NFPA 13"
#201103282898,8,2011/03/28,2011/03/29,ISSUED,9,2011/09/29,5500,5500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,1161,1,2501,,TURK,BL,,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"REPLACE 5 WINDOWS AT GR FLOOR. (3 FACING GEARY AND TAMALPAIS TERRACE) 2 FACING REAR YARD. WINDOWS BEING REPLACED DUE TO SEVERE DECAY. WOOD FRAME  DOUBLE HUNG. COMPLY WITH NOV 201071808  201052432."
#201103282899,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,4500,4500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,7012,16,23,,JULES,AV,,,JUAN,ORTIZ,4153371419,"J O ROOFING CO.",SANTOS,ST,"SAN FRANCISCO",CA,94134-0000,,,REROOFING
#201103282900,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,800,800,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,2310,4,2227,,39TH,AV,,,BRUCE,BULKIN,4158214091,"SHANTA CARPENTRY & CONSTR",LOOMIS,ST,"SAN FRANCISCO",CA,94124,,,"DRYROT RPEAIR AT LOWER RIGHT CORNER OF FRONT BAY WHERE WINDOW TRANSITIONS TO STUCCO. INITIALLY WILL REMOVE APPROX 2 0R 3 SQ FT TO SURVEY"
#201103282901,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,2500,2500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,2618,1,355,,ROOSEVELT,WY,,,BRUCE,BULKIN,4158214091,"SHANTA CARPENTRY & CONSTR",LOOMIS,ST,"SAN FRANCISCO",CA,94124,,,"DRYROT SHEATHING REPAIR AT REAR OF HOME. APPROX 300 SF"
#201103282902,8,2011/03/28,2011/03/28,ISSUED,9,2012/03/28,150000,150000,APARTMENTS,58,APARTMENTS,58,0,0047C,133,1080,,CHESTNUT,ST,8,D,GALE,WHITE,4152846800,"ROBISON NIERI WHITE CONSTRUCTION",BRANNAN,ST,"SAN FRANCISCO",CA,94107-1611,,,"KITCHEN: REMOVE & REPLACE WITH NEW IN SAME LOCATIONS. PLUMBING FIXTURES  OUTLETS  CABINETRY & COUNTER TOPS. NEW STONE  TILE & PAINT. (2) BATHROOMS; REMOVE & REPLACE WITH NEW IN SAME LOCATION PLUMBING FIXTURES  OUTLETS  VANITIES & COUNTER TOPS. NEW STONE  TILE & PAINT. NO STRUCTURAL WORK."
#201103282903,8,2011/03/28,2011/03/29,ISSUED,9,2012/03/29,35000,93875,"RETAIL SALES",2,"RETAIL SALES",2,2,5683,12,908,,CORTLAND,AV,,,"KWONG WOOT TAM",,4156828338,"TAM KWONG WOOT TAM WOOT REMODLEING","MANOR DRIVE",,"SAN FRANCISCO ",CA,94127-0000,,,"1st Floor RETAIL: Add two restrooms and new front entry area  Fix fix foundation at rear. Add plywood at front and rear wall for improvement"
#201103282904,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,1,500,APARTMENTS,3,APARTMENTS,3,0,6532,32,3639,,25TH,ST,0,,OWNER,OWNER,,OWNER,OWNER,,OWNER,CA,00000-0000,,,"RERMOVING WOODEN LADDER TO ROOF ACCESS.  COMPLY WITH NOV #201108801."
#201103282905,8,2011/03/28,2011/03/29,ISSUED,9,2012/03/29,50000,60000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,5683,12,908,,CORTLAND,AV,,,"KWONG WOOT TAM",,4156828338,"TAM KWONG WOOT TAM WOOT REMODLEING","MANOR DRIVE",,"SAN FRANCISCO ",CA,94127-0000,,,"2nd floor RESIDENTIAL: Replace all windows on 2nd fl in-kind  repair stucco/siding  sheet rock  kitch. cabs  kitch remodel and bathrm. Repair dry rot. Replace floor sheathing and joists. Convert comuter rm to bedroom"
#201103282906,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,8000,8000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,1667,22,4808,,FULTON,ST,,,ADAM,BARNUM,4159711161,"ADAM BARNUM & DESIGN","P.O. BOX 29087",,"SAN FRANCISCO",CA,94129-0000,,,"INSTALL 2 NEW FURNACES . REPLACE EXISTING. RUN ELEC AND GAS TO FURNACES. 1 FURNACE IN GARAGE. SEE ATTACHED CF-14-ALT-HVAC. 1 FURNACE IN ATTIC"
#201103282906,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,8000,8000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,1667,22,4810,,FULTON,ST,,,ADAM,BARNUM,4159711161,"ADAM BARNUM & DESIGN","P.O. BOX 29087",,"SAN FRANCISCO",CA,94129-0000,,,"INSTALL 2 NEW FURNACES . REPLACE EXISTING. RUN ELEC AND GAS TO FURNACES. 1 FURNACE IN GARAGE. SEE ATTACHED CF-14-ALT-HVAC. 1 FURNACE IN ATTIC"
#201103282907,8,2011/03/28,2011/03/28,ISSUED,9,2012/03/28,180000,180000,OFFICE,0,OFFICE,0,2,292,2,1,,MONTGOMERY,ST,,,"BRYCE PORTER",HARSTAD,4158149945,"SOURCE PLANNING AND CONSTRUCTION INC",MONTGOMERY,ST,"SAN FRANCISCO",CA,94133-0000,,,"Accessiblty upgrade to restroom on floors 10  11 and 12 to comply with current standards and provide entirely new finishes. No life safty or sprinkler upgrades- existing equipment to remain mech/ Electrical equipment upgrade minor and no title 24 permit to follow."
#201103282908,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,12575,12575,APARTMENTS,15,APARTMENTS,15,0,1744,11,1240,,07TH,AV,0,,"TOM LUTGE",,4156648433,"QSE CONSTRUCTION",ULLOA,ST,"SAN FRANCISCO",CA,94116-0000,,,"VOLUNTARY EARTHQUAKE SAFETY UPGRADE TO EXISTING SILL PLATES  ADD 3/4"" X 12"" LONG IT W/RAMSET EPOXY BOLTS @32""O.C. W/ 3""X3""X1/4"" PLATE WASHERS. USE 9"" MIN. A.B. EMBEDMENT. ADD 1/2"" STRUCT 1 5-PLY PLYWOOD TO EXISTING GARAGE PERIMETE4R WALLS AND 10D @4""O.C. WALLS AND 14GA."
#201103282909,8,2011/03/28,2011/03/28,ISSUED,9,2012/03/28,36000,36000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,1370,11,143,,10TH,AV,,,ARMANDO,ORTEGA-VENEGAS,4158599809,"DI VINE CONSTRUCTION","BRAZIL AVE.",,"SAN FRANCISCO",CA,94112-0000,,,"REPLACE 1 KITCHEN CABINET AND REDO 1 FULL BATH. NEW LIGHTING TO COMPLY WITH CEC150(K)  NO CHANGE TO INT. DOORS OR WALLS. 1 WINDOW IN KIND @ REAR PORCH  1 DOOR REPLACEMENT IN KIND @ PORTCH."
#201103282910,8,2011/03/28,2011/03/28,ISSUED,9,2011/07/28,1050,1050,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,6695,10,348,,CHENERY,ST,,,"WALTER WF",WONG,4157591603,"WF WONG CONSTRUCTION",42ND,AV,"SAN FRANCISCO",CA,94122-0000,,,"REPLACE TWO WINDOWS FRAME.  REPLACE SOME PLYWOOD SIDING (80 SQUARE FEET).  MIN U FACTOR: 0.40."
#201103282911,8,2011/03/28,2011/03/28,ISSUED,9,2011/09/28,8490,8490,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,2650,57,68,,EUREKA,ST,0,,"TOM LUTGE",,4156648433,"QSE CONSTRUCTION",ULLOA,ST,"SAN FRANCISCO",CA,94116-0000,,,"TO (E) DETERIORATED NON-BEARING INTERIOR GARAGE/TRADESMAN ENTRANCE FOOTING TO BE REPLACED WITH A NEW FOOTING."
